ARCHIVO GENERADO AUTOMÁTICAMENTE POR unir_logs.py
Fecha de generación: 2026-07-21 14:26:32
[2026-07-21 13:09:31.158] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.159] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.161] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.162] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.163] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.166] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.167] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.167] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.171] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.172] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.174] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.175] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.177] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.178] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.180] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.182] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.182] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.186] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.187] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.188] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.190] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.192] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.192] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.194] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.197] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.197] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.200] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.201] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.202] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.206] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.206] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.208] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.211] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.211] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.213] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.216] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.217] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.218] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.221] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.221] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.222] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.226] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.227] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.228] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.230] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.232] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.233] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.235] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.237] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.239] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.241] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.241] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.243] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.245] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.248] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.248] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.251] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.251] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.253] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.255] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.256] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.257] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.260] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.269] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.270] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.273] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.274] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.275] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.278] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.279] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.279] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.282] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.284] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.284] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.287] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.289] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.289] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.293] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.294] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.294] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.297] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.298] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.299] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.302] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.303] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.303] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.307] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.309] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.309] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.311] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.313] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.314] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.316] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.318] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.319] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.321] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.321] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.323] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.326] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.327] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.328] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.331] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.333] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.333] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.336] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.338] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.339] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.343] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.345] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.345] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.349] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.351] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.352] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.356] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.358] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.358] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.362] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.363] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.364] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.366] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.370] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.371] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.374] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.376] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.377] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.381] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.382] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.383] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.387] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.389] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.390] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.394] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.397] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.398] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.401] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.403] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.405] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.408] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.410] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.411] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.414] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.416] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.416] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.420] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.422] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.423] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.426] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.428] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.429] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.433] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.434] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.436] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.440] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.441] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.442] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.447] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.448] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.450] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.452] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.455] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.456] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.460] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.461] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.462] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.466] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.468] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.468] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.473] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.474] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.475] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.479] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.480] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.482] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.485] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.487] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.488] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.491] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.493] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.494] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.497] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.500] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.500] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.504] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.507] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.507] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.511] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.513] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.513] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.516] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.517] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.517] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.520] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.521] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.522] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.524] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.527] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.527] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.530] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.531] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.532] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.534] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.536] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.536] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.540] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.541] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.542] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.544] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.545] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.547] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.550] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.551] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.552] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.555] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.556] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.557] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.560] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.562] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.562] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.565] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.575] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.575] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.578] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.579] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.580] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.582] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.584] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.585] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.587] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.589] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.590] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.592] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.594] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.594] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.598] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.599] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.600] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.603] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.604] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.604] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.607] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.609] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.610] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.612] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.614] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.615] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.616] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.619] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.620] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.623] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.624] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.624] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.627] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.629] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.629] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.632] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.633] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.633] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.637] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.639] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.640] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.642] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.645] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.646] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.649] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.651] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.652] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.653] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.656] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.656] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.659] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.660] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.660] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.663] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.666] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.666] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.669] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.671] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.671] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.674] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.676] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.676] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.679] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.681] Zombie inicializado. Vida: 10 | Velocidad: 35
